Date,Time,Temperature,Humidity
2025-08-18,17:41:58,29.8,37.9
2025-08-18,17:41:59,29.8,37.9
2025-08-18,17:42:00,29.8,37.9
2025-08-18,17:42:01,29.8,37.9
2025-08-18,17:42:02,29.8,37.9
2025-08-18,17:42:03,29.8,37.8
2025-08-18,17:42:04,29.8,37.8
2025-08-18,17:42:05,29.8,37.8
2025-08-18,17:42:06,29.8,37.8
2025-08-18,17:42:07,29.8,37.9
2025-08-18,17:42:08,29.8,37.9
2025-08-18,17:42:09,29.8,37.8
2025-08-18,17:42:10,29.8,37.8
2025-08-18,17:42:11,29.8,38.0
2025-08-18,17:42:12,29.8,38.0
2025-08-18,17:42:13,29.8,37.9
2025-08-18,17:42:14,29.8,37.9
2025-08-18,17:42:15,29.8,37.9
2025-08-18,17:42:16,29.8,37.9
2025-08-18,17:42:17,29.8,37.9
2025-08-18,17:42:18,29.8,37.9
2025-08-18,17:42:19,29.8,37.9
2025-08-18,17:42:20,29.8,37.9
2025-08-18,17:42:21,29.8,38.0
2025-08-18,17:42:22,29.8,38.0
2025-08-18,17:42:23,29.8,38.0
2025-08-18,17:42:24,29.8,38.0
2025-08-18,17:42:25,29.8,37.9
2025-08-18,17:42:26,29.8,37.9
2025-08-18,17:42:27,29.8,38.0
2025-08-18,17:42:28,29.8,38.0
2025-08-18,17:42:29,29.8,38.0
2025-08-18,17:42:30,29.8,38.0
2025-08-18,17:42:31,29.8,37.9
2025-08-18,17:42:32,29.8,37.9
2025-08-18,17:42:33,29.8,38.0
2025-08-18,17:42:34,29.8,38.0
2025-08-18,17:42:35,29.9,37.9
2025-08-18,17:42:36,29.9,37.9
2025-08-18,17:42:37,29.8,37.9
2025-08-18,17:42:38,29.8,37.9
2025-08-18,17:42:39,29.8,37.9
2025-08-18,17:42:40,29.8,37.9
2025-08-18,17:42:41,29.8,37.8
2025-08-18,17:42:42,29.8,37.8
2025-08-18,17:42:43,29.8,37.7
2025-08-18,17:42:44,29.8,37.7
2025-08-18,17:42:45,29.9,37.7
2025-08-18,17:42:46,29.9,37.7
2025-08-18,17:42:47,29.9,37.8
2025-08-18,17:42:48,29.9,37.8
2025-08-18,17:42:49,29.9,37.8
2025-08-18,17:42:50,29.9,37.8
2025-08-18,17:42:51,29.8,37.8
2025-08-18,17:42:52,29.8,37.8
2025-08-18,17:42:53,29.9,37.7
2025-08-18,17:42:54,29.9,37.7
2025-08-18,17:42:55,29.8,37.7
2025-08-18,17:42:56,29.8,37.7
2025-08-18,17:42:57,29.8,37.6
2025-08-18,17:42:58,29.8,37.6
2025-08-18,17:42:59,29.9,37.6
2025-08-18,17:43:00,29.9,37.6
2025-08-18,17:43:01,29.9,37.7
2025-08-18,17:43:02,29.9,37.7
2025-08-18,17:43:03,29.8,37.7
2025-08-18,17:43:04,29.8,37.7
2025-08-18,17:43:05,29.9,37.6
2025-08-18,17:43:06,29.9,37.6
2025-08-18,17:43:07,29.9,37.6
2025-08-18,17:43:08,29.9,37.6
2025-08-18,17:43:09,29.9,37.6
2025-08-18,17:43:10,29.9,37.6
2025-08-18,17:43:11,29.9,37.8
2025-08-18,17:43:12,29.9,37.8
2025-08-18,17:43:13,29.9,37.6
2025-08-18,17:43:14,29.9,37.6
2025-08-18,17:43:15,29.9,37.7
2025-08-18,17:43:16,29.9,37.7
2025-08-18,17:43:17,29.9,37.6
2025-08-18,17:43:18,29.9,37.6
2025-08-18,17:43:19,29.9,37.7
2025-08-18,17:43:20,29.9,37.7
2025-08-18,17:43:21,29.9,37.7
2025-08-18,17:43:22,29.9,37.7
2025-08-18,17:43:23,29.9,37.6
2025-08-18,17:43:24,29.9,37.6
2025-08-18,17:43:25,29.9,37.6
2025-08-18,17:43:26,29.9,37.6
2025-08-18,17:43:27,29.9,37.6
2025-08-18,17:43:28,29.9,37.6
2025-08-18,17:43:29,29.9,37.7
2025-08-18,17:43:30,29.9,37.7
2025-08-18,17:43:31,29.9,37.6
2025-08-18,17:43:32,29.9,37.6
2025-08-18,17:43:33,29.9,37.6
2025-08-18,17:43:34,29.9,37.6
2025-08-18,17:43:35,29.9,37.6
2025-08-18,17:43:36,29.9,37.6
2025-08-18,17:43:37,29.9,37.5
2025-08-18,17:43:38,29.9,37.5
2025-08-18,17:43:39,29.9,37.4
2025-08-18,17:43:40,29.9,37.4
2025-08-18,17:43:41,29.9,37.5
2025-08-18,17:43:42,29.9,37.5
2025-08-18,17:43:43,29.9,37.4
2025-08-18,17:43:44,29.9,37.4
2025-08-18,17:43:45,29.9,37.4
2025-08-18,17:43:46,29.9,37.4
2025-08-18,17:43:47,29.9,37.5
2025-08-18,17:43:48,29.9,37.5
2025-08-18,17:43:49,29.9,37.3
2025-08-18,17:43:50,29.9,37.3
2025-08-18,17:43:51,29.9,37.3
2025-08-18,17:43:52,29.9,37.3
2025-08-18,17:43:53,29.9,37.4
2025-08-18,17:43:54,29.9,37.4
2025-08-18,17:43:55,29.9,37.4
2025-08-18,17:43:56,29.9,37.4
2025-08-18,17:43:57,29.9,37.2
2025-08-18,17:43:58,29.9,37.2
2025-08-18,17:43:59,29.9,37.2
2025-08-18,17:44:00,29.9,37.2
2025-08-18,17:44:01,29.9,37.2
2025-08-18,17:44:02,29.9,37.2
2025-08-18,17:44:03,29.9,37.1
2025-08-18,17:44:04,29.9,37.1
2025-08-18,17:44:05,29.9,37.2
2025-08-18,17:44:06,29.9,37.2
2025-08-18,17:44:07,29.9,37.2
2025-08-18,17:44:08,29.9,37.2
2025-08-18,17:44:09,29.9,37.1
2025-08-18,17:44:10,29.9,37.1
2025-08-18,17:44:11,29.9,37.1
2025-08-18,17:44:12,29.9,37.1
2025-08-18,17:44:13,29.9,37.2
2025-08-18,17:44:14,29.9,37.2
2025-08-18,17:44:15,29.9,37.2
2025-08-18,17:44:16,29.9,37.2
2025-08-18,17:44:17,29.9,37.1
2025-08-18,17:44:18,29.9,37.1
2025-08-18,17:44:19,29.9,37.1
2025-08-18,17:44:20,29.9,37.1
2025-08-18,17:44:21,29.9,37.0
2025-08-18,17:44:22,29.9,37.0
2025-08-18,17:44:23,29.9,37.1
2025-08-18,17:44:24,29.9,37.1
2025-08-18,17:44:25,29.9,37.1
2025-08-18,17:44:26,29.9,37.1
2025-08-18,17:44:27,29.9,37.1
2025-08-18,17:44:28,29.9,37.1
2025-08-18,17:44:29,29.9,37.0
2025-08-18,17:44:30,29.9,37.0
2025-08-18,17:44:31,29.9,37.1
2025-08-18,17:44:32,29.9,37.1
2025-08-18,17:44:33,29.9,37.0
2025-08-18,17:44:34,29.9,37.0
2025-08-18,17:44:35,29.9,37.0
2025-08-18,17:44:36,29.9,37.0
2025-08-18,17:44:37,29.9,37.1
2025-08-18,17:44:38,29.9,37.1
2025-08-18,17:44:39,29.9,37.1
2025-08-18,17:44:40,29.9,37.1
2025-08-18,17:44:41,29.9,37.1
2025-08-18,17:44:42,29.9,37.1
2025-08-18,17:44:43,29.9,37.1
2025-08-18,17:44:44,29.9,37.1
2025-08-18,17:44:45,29.9,37.1
2025-08-18,17:44:46,29.9,37.1
2025-08-18,17:44:47,29.9,37.1
2025-08-18,17:44:48,29.9,37.1
2025-08-18,17:44:49,29.9,37.1
2025-08-18,17:44:50,29.9,37.1
2025-08-18,17:44:51,29.9,37.1
2025-08-18,17:44:52,29.9,37.1
2025-08-18,17:44:53,29.9,37.1
2025-08-18,17:44:54,29.9,37.1
2025-08-18,17:44:55,29.9,37.0
2025-08-18,17:44:56,29.9,37.0
2025-08-18,17:44:57,29.9,37.1
2025-08-18,17:44:58,29.9,37.1
2025-08-18,17:44:59,29.9,37.2
2025-08-18,17:45:00,29.9,37.2
2025-08-18,17:45:01,29.9,37.1
2025-08-18,17:45:02,29.9,37.1
2025-08-18,17:45:03,29.9,37.1
2025-08-18,17:45:04,29.9,37.1
2025-08-18,17:45:05,29.9,37.1
2025-08-18,17:45:06,29.9,37.1
2025-08-18,17:45:07,29.9,37.1
2025-08-18,17:45:08,29.9,37.1
2025-08-18,17:45:09,29.9,37.1
2025-08-18,17:45:10,29.9,37.1
2025-08-18,17:45:12,29.9,37.1
2025-08-18,17:45:13,29.9,37.1
2025-08-18,17:45:14,29.9,37.2
2025-08-18,17:45:15,29.9,37.2
2025-08-18,17:45:16,29.9,37.2
2025-08-18,17:45:17,29.9,37.2
2025-08-18,17:45:18,29.9,37.1
2025-08-18,17:45:19,29.9,37.1
2025-08-18,17:45:20,29.9,37.2
2025-08-18,17:45:21,29.9,37.2
2025-08-18,17:45:22,29.9,37.2
2025-08-18,17:45:23,29.9,37.2
2025-08-18,17:45:24,29.9,37.2
2025-08-18,17:45:25,29.9,37.2
2025-08-18,17:45:26,29.9,37.1
2025-08-18,17:45:27,29.9,37.1
2025-08-18,17:45:28,29.9,37.2
2025-08-18,17:45:29,29.9,37.2
2025-08-18,17:45:30,29.9,37.2
2025-08-18,17:45:31,29.9,37.2
2025-08-18,17:45:32,29.9,37.1
2025-08-18,17:45:33,29.9,37.1
2025-08-18,17:45:34,29.9,37.2
2025-08-18,17:45:35,29.9,37.2
2025-08-18,17:45:36,29.9,37.2
2025-08-18,17:45:37,29.9,37.2
2025-08-18,17:45:38,29.9,37.2
2025-08-18,17:45:39,29.9,37.2
2025-08-18,17:45:40,29.9,37.3
2025-08-18,17:45:41,29.9,37.3
2025-08-18,17:45:42,29.9,37.2
2025-08-18,17:45:43,29.9,37.2
2025-08-18,17:45:44,29.9,37.2
2025-08-18,17:45:45,29.9,37.2
2025-08-18,17:45:46,29.9,37.3
2025-08-18,17:45:47,29.9,37.3
2025-08-18,17:45:48,29.9,37.2
2025-08-18,17:45:49,29.9,37.2
2025-08-18,17:45:50,29.8,37.3
2025-08-18,17:45:51,29.8,37.3
2025-08-18,17:45:52,29.8,37.3
2025-08-18,17:45:53,29.8,37.3
2025-08-18,17:45:54,29.8,37.2
2025-08-18,17:45:55,29.8,37.2
2025-08-18,17:45:56,29.8,37.3
2025-08-18,17:45:57,29.8,37.3
2025-08-18,17:45:58,29.8,37.3
2025-08-18,17:45:59,29.8,37.3
2025-08-18,17:46:00,29.8,37.3
2025-08-18,17:46:01,29.8,37.3
2025-08-18,17:46:02,29.8,37.3
2025-08-18,17:46:03,29.8,37.3
2025-08-18,17:46:04,29.8,37.3
2025-08-18,17:46:05,29.8,37.3
2025-08-18,17:46:06,29.8,37.3
2025-08-18,17:46:07,29.8,37.3
2025-08-18,17:46:08,29.8,37.3
2025-08-18,17:46:09,29.8,37.3
2025-08-18,17:46:10,29.8,37.4
2025-08-18,17:46:11,29.8,37.4
2025-08-18,17:46:12,29.8,37.3
2025-08-18,17:46:13,29.8,37.3
2025-08-18,17:46:14,29.7,37.3
2025-08-18,17:46:15,29.7,37.3
2025-08-18,17:46:16,29.7,37.4
2025-08-18,17:46:17,29.7,37.4
2025-08-18,17:46:18,29.7,37.4
2025-08-18,17:46:19,29.7,37.4
2025-08-18,17:46:20,29.7,37.4
2025-08-18,17:46:21,29.7,37.4
2025-08-18,17:46:22,29.7,37.4
2025-08-18,17:46:23,29.7,37.4
2025-08-18,17:46:24,29.7,37.5
2025-08-18,17:46:25,29.7,37.5
2025-08-18,17:46:26,29.7,37.4
2025-08-18,17:46:27,29.7,37.4
2025-08-18,17:46:28,29.7,37.4
2025-08-18,17:46:29,29.7,37.4
2025-08-18,17:46:30,29.7,37.5
2025-08-18,17:46:31,29.7,37.5
2025-08-18,17:46:32,29.7,37.3
2025-08-18,17:46:35,29.7,37.5
2025-08-18,17:46:35,29.7,37.5
2025-08-18,17:46:36,29.7,37.4
2025-08-18,17:46:37,29.7,37.4
2025-08-18,17:46:38,29.7,37.5
2025-08-18,17:46:39,29.7,37.5
2025-08-18,17:46:40,29.7,37.4
2025-08-18,17:46:41,29.7,37.4
2025-08-18,17:46:42,29.7,37.4
2025-08-18,17:46:43,29.7,37.4
2025-08-18,17:46:44,29.7,37.5
2025-08-18,17:46:45,29.7,37.5
2025-08-18,17:46:46,29.7,37.5
2025-08-18,17:46:47,29.7,37.5
2025-08-18,17:46:48,29.7,37.5
2025-08-18,17:46:49,29.7,37.5
2025-08-18,17:46:50,29.7,37.5
2025-08-18,17:46:51,29.7,37.5
2025-08-18,17:46:52,29.7,37.5
2025-08-18,17:46:53,29.7,37.5
2025-08-18,17:46:54,29.7,37.5
2025-08-18,17:46:55,29.7,37.5
2025-08-18,17:46:56,29.7,37.5
2025-08-18,17:46:57,29.7,37.5
2025-08-18,17:46:58,29.7,37.3
2025-08-18,17:46:59,29.7,37.3
2025-08-18,17:47:00,29.7,37.5
2025-08-18,17:47:01,29.7,37.5
2025-08-18,17:47:02,29.7,37.5
2025-08-18,17:47:03,29.7,37.5
2025-08-18,17:47:04,29.7,37.5
2025-08-18,17:47:05,29.7,37.5
2025-08-18,17:47:06,29.7,37.4
2025-08-18,17:47:07,29.7,37.4
2025-08-18,17:47:08,29.7,37.5
2025-08-18,17:47:09,29.7,37.5
2025-08-18,17:47:10,29.7,37.4
2025-08-18,17:47:11,29.7,37.4
2025-08-18,17:47:12,29.7,37.5
2025-08-18,17:47:13,29.7,37.5
2025-08-18,17:47:14,29.7,37.6
2025-08-18,17:47:15,29.7,37.6
2025-08-18,17:47:16,29.7,37.5
2025-08-18,17:47:17,29.7,37.5
2025-08-18,17:47:18,29.7,37.5
2025-08-18,17:47:19,29.7,37.5
2025-08-18,17:47:20,29.7,37.6
2025-08-18,17:47:21,29.7,37.6
2025-08-18,17:47:22,29.7,37.5
2025-08-18,17:47:23,29.7,37.5
2025-08-18,17:47:24,29.7,37.5
2025-08-18,17:47:25,29.7,37.5
2025-08-18,17:47:26,29.7,37.5
2025-08-18,17:47:27,29.7,37.5
2025-08-18,17:47:28,29.7,37.5
2025-08-18,17:47:29,29.7,37.5
2025-08-18,17:47:30,29.7,37.5
2025-08-18,17:47:31,29.7,37.5
2025-08-18,17:47:32,29.7,37.4
2025-08-18,17:47:33,29.7,37.4
2025-08-18,17:47:34,29.7,37.4
2025-08-18,17:47:35,29.7,37.4
2025-08-18,17:47:36,29.7,37.4
2025-08-18,17:47:37,29.7,37.4
2025-08-18,17:47:38,29.7,37.4
2025-08-18,17:47:39,29.7,37.4
2025-08-18,17:47:40,29.7,37.3
2025-08-18,17:47:41,29.7,37.3
2025-08-18,17:47:42,29.7,37.4
2025-08-18,17:47:43,29.7,37.4
2025-08-18,17:47:44,29.7,37.5
2025-08-18,17:47:45,29.7,37.5
2025-08-18,17:47:46,29.7,37.3
2025-08-18,17:47:47,29.7,37.3
2025-08-18,17:47:48,29.7,37.5
2025-08-18,17:47:49,29.7,37.5
2025-08-18,17:47:50,29.7,37.4
2025-08-18,17:47:51,29.7,37.4
2025-08-18,17:47:52,29.7,37.4
2025-08-18,17:47:53,29.7,37.4
2025-08-18,17:47:54,29.7,37.4
2025-08-18,17:47:55,29.7,37.4
2025-08-18,17:47:58,29.7,37.5
2025-08-18,17:47:58,29.7,37.5
2025-08-18,17:47:59,29.7,37.5
2025-08-18,17:48:00,29.7,37.5
2025-08-18,17:48:01,29.7,37.5
2025-08-18,17:48:02,29.7,37.5
2025-08-18,17:48:03,29.7,37.5
2025-08-18,17:48:04,29.7,37.3
2025-08-18,17:48:05,29.7,37.3
2025-08-18,17:48:06,29.7,37.5
2025-08-18,17:48:07,29.7,37.5
2025-08-18,17:48:08,29.7,37.3
2025-08-18,17:48:09,29.7,37.3
2025-08-18,17:48:10,29.7,37.3
2025-08-18,17:48:11,29.7,37.3
2025-08-18,17:48:12,29.7,37.3
2025-08-18,17:48:13,29.7,37.3
2025-08-18,17:48:14,29.7,37.3
2025-08-18,17:48:15,29.7,37.3
2025-08-18,17:48:16,29.7,37.4
2025-08-18,17:48:17,29.7,37.4
2025-08-18,17:48:18,29.7,37.3
2025-08-18,17:48:19,29.7,37.3
2025-08-18,17:48:20,29.7,37.2
2025-08-18,17:48:21,29.7,37.2
2025-08-18,17:48:22,29.7,37.3
2025-08-18,17:48:23,29.7,37.3
2025-08-18,17:48:24,29.7,37.2
2025-08-18,17:48:25,29.7,37.2
2025-08-18,17:48:26,29.7,37.2
2025-08-18,17:48:27,29.7,37.2
2025-08-18,17:48:28,29.7,37.3
2025-08-18,17:48:29,29.7,37.3
2025-08-18,17:48:30,29.7,37.3
2025-08-18,17:48:31,29.7,37.3
2025-08-18,17:48:32,29.7,37.3
2025-08-18,17:48:33,29.7,37.3
2025-08-18,17:48:34,29.7,37.2
2025-08-18,17:48:35,29.7,37.2
2025-08-18,17:48:36,29.7,37.3
2025-08-18,17:48:37,29.7,37.3
2025-08-18,17:48:38,29.7,37.2
2025-08-18,17:48:39,29.7,37.2
2025-08-18,17:48:40,29.7,37.3
2025-08-18,17:48:41,29.7,37.3
2025-08-18,17:48:42,29.7,37.2
2025-08-18,17:48:43,29.7,37.2
2025-08-18,17:48:44,29.7,37.1
2025-08-18,17:48:45,29.7,37.1
2025-08-18,17:48:46,29.7,37.1
2025-08-18,17:48:47,29.7,37.1
2025-08-18,17:48:48,29.7,37.1
2025-08-18,17:48:49,29.7,37.1
2025-08-18,17:48:50,29.7,37.1
2025-08-18,17:48:51,29.7,37.1
2025-08-18,17:48:52,29.7,37.2
2025-08-18,17:48:53,29.7,37.2
2025-08-18,17:48:54,29.7,37.2
2025-08-18,17:48:55,29.7,37.2
2025-08-18,17:48:56,29.7,37.0
2025-08-18,17:48:57,29.7,37.0
2025-08-18,17:48:58,29.7,37.1
2025-08-18,17:48:59,29.7,37.1
2025-08-18,17:49:00,29.7,37.1
2025-08-18,17:49:01,29.7,37.1
2025-08-18,17:49:02,29.7,37.0
2025-08-18,17:49:03,29.7,37.0
2025-08-18,17:49:04,29.7,37.1
2025-08-18,17:49:05,29.7,37.1
2025-08-18,17:49:06,29.7,37.1
2025-08-18,17:49:07,29.7,37.1
2025-08-18,17:49:08,29.7,37.2
2025-08-18,17:49:09,29.7,37.2
2025-08-18,17:49:10,29.7,37.1
2025-08-18,17:49:11,29.7,37.1
2025-08-18,17:49:12,29.7,37.1
2025-08-18,17:49:13,29.7,37.1
2025-08-18,17:49:14,29.7,37.1
2025-08-18,17:49:15,29.7,37.1
2025-08-18,17:49:16,29.7,37.1
2025-08-18,17:49:17,29.7,37.1
2025-08-18,17:49:18,29.7,37.1
2025-08-18,17:49:19,29.7,37.1
2025-08-18,17:49:20,29.7,37.0
2025-08-18,17:49:21,29.7,37.0
2025-08-18,17:49:22,29.7,37.0
2025-08-18,17:49:23,29.7,37.0
2025-08-18,17:49:24,29.7,37.0
2025-08-18,17:49:25,29.7,37.0
2025-08-18,17:49:26,29.7,37.0
2025-08-18,17:49:27,29.7,37.0
2025-08-18,17:49:28,29.7,37.0
2025-08-18,17:49:29,29.7,37.0
2025-08-18,17:49:30,29.7,37.1
2025-08-18,17:49:31,29.7,37.1
2025-08-18,17:49:32,29.7,36.9
2025-08-18,17:49:33,29.7,36.9
2025-08-18,17:49:34,29.7,37.0
2025-08-18,17:49:35,29.7,37.0
2025-08-18,17:49:36,29.7,37.0
2025-08-18,17:49:37,29.7,37.0
2025-08-18,17:49:38,29.7,36.9
2025-08-18,17:49:39,29.7,36.9
2025-08-18,17:49:40,29.7,37.0
2025-08-18,17:49:41,29.7,37.0
2025-08-18,17:49:42,29.7,37.0
2025-08-18,17:49:43,29.7,37.0
2025-08-18,17:49:44,29.7,37.0
2025-08-18,17:49:45,29.7,37.0
2025-08-18,17:49:46,29.7,37.0
2025-08-18,17:49:47,29.7,37.0
2025-08-18,17:49:48,29.7,36.8
2025-08-18,17:49:49,29.7,36.8
2025-08-18,17:49:50,29.7,36.9
2025-08-18,17:49:51,29.7,36.9
2025-08-18,17:49:52,29.7,36.8
2025-08-18,17:49:53,29.7,36.8
2025-08-18,17:49:54,29.7,36.8
2025-08-18,17:49:55,29.7,36.8
2025-08-18,17:49:56,29.7,36.9
2025-08-18,17:49:57,29.7,36.9
2025-08-18,17:49:58,29.7,36.9
2025-08-18,17:49:59,29.7,36.9
2025-08-18,17:50:00,29.7,36.8
2025-08-18,17:50:01,29.7,36.8
2025-08-18,17:50:02,29.7,36.8
2025-08-18,17:50:03,29.7,36.8
2025-08-18,17:50:04,29.7,36.8
2025-08-18,17:50:05,29.7,36.8
2025-08-18,17:50:06,29.7,36.8
2025-08-18,17:50:07,29.7,36.8
2025-08-18,17:50:08,29.7,36.8
2025-08-18,17:50:09,29.7,36.8
2025-08-18,17:50:10,29.7,36.8
2025-08-18,17:50:11,29.7,36.8
2025-08-18,17:50:12,29.7,36.8
2025-08-18,17:50:13,29.7,36.8
2025-08-18,17:50:14,29.7,36.8
2025-08-18,17:50:15,29.7,36.8
2025-08-18,17:50:16,29.7,36.7
2025-08-18,17:50:17,29.7,36.7
2025-08-18,17:50:18,29.7,36.8
2025-08-18,17:50:19,29.7,36.8
2025-08-18,17:50:20,29.7,36.8
2025-08-18,17:50:21,29.7,36.8
2025-08-18,17:50:22,29.7,36.8
2025-08-18,17:50:23,29.7,36.8
2025-08-18,17:50:24,29.7,36.8
2025-08-18,17:50:25,29.7,36.8
2025-08-18,17:50:26,29.7,36.7
2025-08-18,17:50:27,29.7,36.7
2025-08-18,17:50:28,29.7,36.8
2025-08-18,17:50:29,29.7,36.8
2025-08-18,17:50:30,29.7,36.8
2025-08-18,17:50:31,29.7,36.8
2025-08-18,17:50:32,29.7,36.8
2025-08-18,17:50:33,29.7,36.8
2025-08-18,17:50:34,29.7,36.7
2025-08-18,17:50:35,29.7,36.7
2025-08-18,17:50:36,29.7,36.8
2025-08-18,17:50:37,29.7,36.8
2025-08-18,17:50:38,29.7,36.7
2025-08-18,17:50:39,29.7,36.7
